f00011,f00012,f1434506,f1322610,f1322606,f1332110,f1332106,f1476310,f1416806,f0679510,f0679506
18,157,42632,41722,40618,20.9,17,22,27.4,9,4.2
18,159,51485,54171,51684,8.5,7.3,17.2,13.9,11.2,5.4
18,161,43257,44337,42998,12.6,11.9,20.3,18.3,10.4,5.5
18,163,42396,41024,39963,16.9,14.6,18.3,14.1,8.7,4.7
18,165,41904,42613,40011,13.6,12,18,14.9,12.8,6.5
18,167,38508,39089,35686,19.1,21.5,20.9,16.5,11.1,6.3
18,169,43157,42990,43664,12.2,10.9,18.1,12.3,10.9,5.5
18,171,49238,50349,44431,9.8,8.3,18.8,17.6,9,4
18,173,62354,59195,61530,7.3,6.4,15.4,12.5,7.7,4.2
18,175,39722,39945,39521,15.9,15.7,23,15.8,10.4,6.1
18,177,41123,36424,39105,20.3,14.2,22.5,14.2,12.6,5.9
18,179,47202,45492,48819,9.6,7.6,18,12.9,9.4,4.3
18,181,45891,43487,40188,12.2,9.2,22.7,19.2,10.5,5
18,183,52129,49989,51228,9.3,7.4,17,15.1,10.4,4.7
19,001,45202,45540,38977,9.7,10.3,13.3,14.6,5.5,3.2
19,003,40368,39781,34832,14.1,12.7,15.5,14.7,5.4,4.6
19,005,46623,45881,40274,13.3,11.4,22.6,19.8,8.3,4.6
19,007,34689,35352,33191,15.7,15,15.8,11.4,7.6,5.4
19,009,42717,45563,38948,10,10.1,17.1,19.2,6.1,4.1
19,011,54726,54283,49756,8.3,7.6,11.8,12.2,6.6,4
19,013,44178,44046,42233,18,14,13.5,12.2,6.2,3.9
19,015,49578,51723,48434,9.4,9.3,11.4,10.9,5.8,3
19,017,55676,55606,48803,7.6,6.8,10.3,12,5.1,3.2
19,019,51961,50026,43976,11,9.9,14.6,12.1,6.4,4.2
19,021,43182,44795,38943,13,10.5,18.9,18.8,5.2,3.4
19,023,47702,49703,42335,9.5,9.1,13.4,15.2,6,4.1
19,025,41611,44859,37535,12,10.6,14,15.9,5.4,3.4
19,027,47507,49536,44927,9.1,8.3,12,11.7,4.3,2.7
19,029,40820,40867,38490,13.7,12.2,15.2,10.6,6.5,4.3
19,031,54321,55413,49076,7.3,7.3,11.7,12.4,5.4,3.3
19,033,44741,43982,40750,13,10.4,12.3,10,7,3.9
19,035,44635,46305,41520,9.6,8.9,14.3,11.9,4.9,4.2
19,037,41372,45083,41388,10.6,8.4,14.8,14.3,7.4,4.5
19,039,45596,43016,40186,12.4,11.8,17.1,13.5,7.9,4.2
19,041,43542,44395,40521,11.3,9.3,14.2,12.9,5.9,3.3
19,043,45873,41940,40019,12.2,10.4,16.2,16,7.8,5.1
19,045,46170,46577,41979,13.5,11.3,11.6,9.1,7,4
19,047,44377,45637,39107,13.1,11.7,21.4,16.8,4.6,3.1
19,049,67037,68568,60471,6.4,6.1,10.7,12.2,5,2.9
19,051,46597,40145,39299,17,12,21.9,17.2,8,4.8
19,053,37138,34250,35153,19.1,17.3,18.8,15.7,6.6,4.1
19,055,47078,45910,44339,10.1,9.7,14.5,13.5,6.1,3.7
19,057,41937,42191,40405,15.3,13.8,12.9,8.9,7.7,4.8
19,059,50174,49295,45439,9.1,7.4,13.1,13.5,7,4
19,061,48573,49493,45521,10.7,10.3,10.8,10.8,6.2,3.7
19,063,42286,41519,39560,12.6,10.1,16.5,14.3,7.4,4.1
19,065,41055,41163,36265,13.3,14.4,15.3,12.5,7.6,4.6
19,067,39467,42233,39527,15.2,11.7,14.7,11.3,7.5,4.7
19,069,44863,45383,42091,11.8,9.9,19.2,16.7,6.6,3.9
19,071,47225,47513,42885,11.2,10.7,13.3,13.5,6.4,3.8
19,073,43286,46947,37707,11.1,10.1,14,12.1,6.3,4
19,075,56184,55302,49701,6.2,6.5,10.8,15.7,6,3.1
19,077,50090,48064,44148,10.4,8.6,13.5,17.1,6.9,3.6
19,079,46188,46574,44792,11,8.8,12.7,11.2,8,3.6
19,081,47318,48195,43537,9.4,8,14.2,14.3,7.3,3.7
19,083,44694,46411,39097,11.4,12.1,13.7,14.8,6.9,3.8
19,085,51303,50845,43271,10,10.9,13.6,11.2,5.3,4.1
19,087,41983,43228,43759,14.9,9.9,13.4,9.3,9.1,5.3
19,089,46068,40919,42776,12.7,10.2,16.4,12.8,7,3.6
19,091,45282,46300,41593,10.6,9.6,14.5,11.8,5.5,3.4
19,093,44521,47035,42597,12.8,9.8,12.8,16.4,5.3,3.5
19,095,56053,52592,49792,8.1,6.9,10.4,13.2,6.5,3.6
19,097,42489,42274,38489,13.2,12.8,14.6,13.3,7.5,4.8
19,099,46396,46565,44923,12.4,10.2,13.1,9.8,8.5,5.1
19,101,44167,40158,37776,14.9,14.9,17.1,14.8,8.3,4.3
19,103,51380,51014,46415,17,16.2,11.6,15.8,4.4,2.6
19,105,47955,46600,42856,10.9,10.5,13.4,14.2,6.6,3.9
19,107,42698,42999,40485,13,11.1,15.3,15.8,6.8,4
19,109,48277,47930,41227,10.3,9.6,13.5,14.2,4.9,3.3
19,111,42444,40363,39647,15.8,12.4,14.1,9.9,9.9,6.2
19,113,53674,54806,46933,9.9,9.7,11.3,11.9,6.1,3.6
19,115,50457,50301,44670,11.4,11.8,18.4,18.4,7.1,3.8
19,117,43005,39207,35826,17.5,14.4,15,9.5,5.8,4.2
19,119,49506,51491,45417,8.9,6.8,15.1,17.6,3.7,2.4
19,121,53183,52351,50140,9,7.9,12.3,13.5,7.1,4
19,123,45025,45211,42240,15.4,10.8,13.5,10.3,7.1,3.7
19,125,53370,52845,50391,10.2,8,10.9,9.5,6.3,3.5
19,127,45232,45911,43005,13.3,11.4,16.9,11.6,7.1,3.8
19,129,59481,57359,55739,9.4,10.1,12,10,4.5,3.7
19,131,48506,47406,41523,11.1,9.3,14.8,13,5.5,3.4
19,133,41398,43052,37093,11,11.8,16.1,12.3,8.1,5.4
19,135,43245,42631,39658,12.7,11.8,16.2,10.5,7,4.1
19,137,38624,41068,37655,14.4,12.7,14,9.9,8.5,5.4
19,139,51025,47583,48790,13.8,11.3,15.3,10.6,7.8,3.2
19,141,44018,44209,41063,12,9.3,15,12.8,5.1,3.1
19,143,43889,51042,40217,9.3,8.6,16.9,13.3,5.8,3.5
19,145,40778,40960,40635,14.6,12.1,14,9.5,6.8,3.9
19,147,42800,43360,38645,11.4,12.1,14.9,14.1,5.9,3.3
19,149,56379,61292,51296,8,7.2,11.1,11.8,4.7,3.2
19,151,42105,44225,39143,12.2,10.1,13.8,17,5.3,3.2
19,153,56094,54328,52618,11,9.7,12.8,11.2,6.3,3.4
19,155,48728,47870,46453,14.5,11,14.5,15.1,5.3,4.2
19,157,50998,48929,40331,12,11.4,12.6,11.3,6.1,3.8
19,159,42336,36810,36631,18.6,15.2,18.2,17.3,5.2,4.1
19,161,42986,42888,38025,10.5,10.9,15.5,18.5,4.8,3.4
19,163,49964,47800,46640,15,12.8,13,11.9,7.1,3.8
19,165,44085,49056,41313,10.2,8.9,12.6,12.8,4.2,3.2
19,167,51557,53705,46192,8,7.2,15.7,17.3,4,2.5
19,169,48248,49192,44698,18.5,16.3,12.4,21,4.8,2.7
19,171,46288,48833,43655,12.2,10.4,17.8,13.6,7.1,4.3
19,173,40300,42768,36223,13.4,12,16.2,17.3,5.5,3.9
19,175,40879,39977,35986,15.3,14.3,14.2,10.2,5.8,4.1
19,177,40073,37833,35472,16.4,13.9,18.2,14.6,8,4.3
19,179,40093,38569,37778,17.4,14.8,15.4,10.6,8.2,4.5
19,181,62034,62036,58100,7.4,6.3,10.1,11.7,6,3.2
19,183,50710,47118,46265,10,9.9,15.6,13.6,5.3,3
19,185,35425,35867,34010,16.8,14.8,19.4,15.9,5.7,4.1
19,187,40806,39565,39071,16.5,13.1,14.5,10.6,7.7,3.9
19,189,41871,48933,41305,10.6,9.9,12.6,10.4,7.2,3.6
19,191,50693,51248,44243,10,9,12.2,14.6,5.8,3.7
19,193,44343,42672,41690,15.1,13.7,19.6,13.3,6.8,4.3
19,195,49673,46384,42226,11.6,8.6,13.7,15.3,7.1,3.8
19,197,44035,44456,41656,11.3,9.9,15,13.9,7.4,3.7
20,001,41546,39662,38730,18.4,15.4,19.3,13.4,7.7,4.6
20,003,40428,41054,38465,14.6,14.5,20.7,16.1,8,5.1
20,005,44175,41659,39050,15.6,13.7,17.7,13.5,9.2,5
20,007,38875,42565,38451,12.5,12.6,21,20.4,4.5,3.4
20,009,43763,43675,37661,13.3,14.1,23.7,18.9,5.7,3.7
20,011,38045,37192,33824,15.9,16.6,19.7,13.5,7.7,4.3
20,013,37525,40464,37435,18.4,15.2,22.5,16.1,6.2,4.1
20,015,56290,55182,51254,9.1,10,17,13.9,8.5,4.7
20,017,40372,39683,37691,13.1,11.5,24.3,21.2,5.6,4
20,019,35848,34772,32399,15.6,15.1,24.9,19.9,8.6,5.4
20,021,38154,36204,34592,20.1,18.7,20.5,13,8.8,5.1
20,023,31186,35730,28801,12.6,14,23.5,31.1,3.8,3.6
20,025,37931,41715,37899,11.2,12.4,18.6,24.2,4.4,3.5
20,027,42490,46421,38717,11.6,11.4,18.7,15.3,4.8,3.6
20,029,35838,37539,34497,16,14.2,21.1,14.9,4.6,3.8
20,031,47171,49727,45264,9.7,10,16.4,13.6,6.8,5.3
20,033,34808,38207,34280,10.4,10.6,21.3,24.4,4.3,3
20,035,40749,39155,39465,17.3,15.1,19.9,14.8,7.6,4.7
20,037,35286,35407,31645,19.2,18.2,21.9,16.9,8.5,5
20,039,35383,37081,32305,13.1,14.7,22.4,23.9,4.4,3.4
20,041,46457,45037,40773,11.6,10.5,18.1,15.5,6.2,4.1
20,043,43410,45202,38024,13,13.6,18.6,15.9,9,5.1
20,045,45831,47335,45797,15.6,18.6,20.5,22.9,6.2,3.7
20,047,39226,41800,34389,12.1,13.6,22.2,23.5,5,3.2
20,049,33455,32619,30515,18.3,18.3,27.2,20.9,7.7,5.1
20,051,44543,42409,39027,13.6,12.7,17.1,19.3,3.8,3
20,053,42200,41622,40223,10.8,10.8,17.6,14.7,4.5,3.5
20,055,50454,46697,42621,15.2,15,28,22.8,4.6,3.6
20,057,46621,43876,40567,14.1,17.7,28.3,24.1,4,3.3
20,059,49459,46965,45693,11.6,10.5,16.3,12.4,9,5.2
20,061,45559,43691,35892,12.1,11.9,18,19.6,8,5.3
20,063,41295,41263,36990,11.6,11.5,24.6,26.4,3.1,3
20,065,43980,40049,36011,12.5,12.6,20.9,24,4.5,3.4
20,067,55514,51460,48463,11.2,11,25,21.2,4.3,3.2
20,069,52824,51828,45022,8.1,9.4,25.9,28.2,3.2,3.1
20,071,55972,47625,36930,10.5,11.2,19.9,29.9,3.7,3.5
20,073,37180,35146,33388,17.4,14.2,22.3,15.9,7.7,4.8
20,075,36297,42586,36648,12.8,13,31.6,31.5,4.3,3.3
20,077,38168,37468,33591,14.4,13.6,21.5,20.6,5.5,3.5
20,079,46604,46941,46423,10.1,8.5,19,14.9,7.6,4.5
20,081,45859,51257,42447,11,11.9,25,28,3.8,3
20,083,41127,43338,39016,10.6,11.5,19.7,20.6,4,3.7
20,085,51759,50709,46109,11.3,10.1,19.1,13.9,6.7,5.4
20,087,56886,52592,52609,9,8.5,16.4,15.8,8.1,4.8
20,089,37759,37640,32798,13.6,15.2,22,24.1,4.5,3
20,091,73733,71389,69991,6.6,4.9,12.9,11.4,6.5,4.2
20,093,46435,49426,42029,11.4,12.3,28.8,25.2,4.4,4
20,095,44510,46574,42700,12.4,11.3,17.8,15.1,5.9,3.9
20,097,37292,41166,36578,13.2,12.7,20.6,20,4.7,3.1
20,099,39049,39683,34743,17.1,16.1,18.2,12,9.8,5.5
20,101,42311,44288,40720,9.7,10.3,21.5,24,3.5,3.7
20,103,61107,60848,55141,9.4,9.5,13.8,11.4,8.3,5.7
20,105,41071,39442,33576,12.9,11.9,22.9,25.7,5.8,3.8
20,107,44379,43509,41260,14.3,12.8,20.9,18,10.3,6.3
20,109,39375,42297,36632,10.4,10.6,21.3,22.8,3.6,3.3
20,111,36921,39258,36504,19.6,18,26,19.6,6.5,4.1
20,113,53026,54881,47050,9.3,8.4,15.2,12.9,5.2,3.4
20,115,45713,45899,39361,10.9,11,18.9,17.7,5.9,4.1
20,117,43125,43584,38911,11.8,10.3,17.6,17.4,5,3.6
20,119,46658,48634,40624,10.2,10.9,23.5,27.2,4.2,3.4
20,121,60539,58445,56177,8.8,7.7,14.7,12.2,7.6,4.7
20,123,44247,42946,37246,10.3,11.8,15.8,15.4,5.2,3.7
20,125,40603,37495,33978,18.6,16.6,21.8,12.9,10.7,4.9
20,127,42083,44417,37092,11,12.1,20.2,19.7,7.4,4.5
20,129,42273,49526,37067,11.2,12.6,23.9,23.9,4.6,3
20,131,46134,44056,40910,10,8.5,16.7,18.6,4.2,3.5
20,133,36702,38363,37077,16.4,14.9,20.2,13.7,8.8,4.4
20,135,47639,51717,38126,10.3,10.2,20.6,21.9,3.6,3.1
20,137,32016,40386,34848,13.9,12,17.7,15.6,4.6,3.4
20,139,48594,45221,40906,12.1,11.3,16.7,14.7,8.5,5.5
20,141,34797,36519,32037,14.4,13,20.8,21.5,4.8,3.5
20,143,50814,53086,41686,9.9,9.7,18.1,16.6,5.8,3.5
20,145,40048,42658,38245,14.1,12.7,18.6,15.5,4.7,3.6
20,147,44381,42071,44709,11.4,11.5,19.4,16.6,5,3.3
20,149,53430,52861,47221,9,9.9,15.3,14.2,5.2,3.5
20,151,43583,43987,41508,11.3,12.9,21.3,16,5.1,3.2
20,153,39797,40211,34261,13,14.1,22.4,21.5,4.1,3.3
20,155,41431,41717,39314,14.6,12,18.5,13.7,6.2,4.6
20,157,38286,38331,32819,12.3,11.9,19.7,19.7,4.2,3.8
20,159,43164,41687,40313,13.8,12.9,21.8,17.5,4.9,4.4
20,161,39257,45523,37110,21.2,19.2,15.9,27.1,5.2,3.5
20,163,37861,38487,34348,14.4,12.8,22.6,22.2,6.5,4
20,165,39435,38595,35902,13.4,12.7,18.8,18,5.6,3.9
20,167,36135,36575,32608,15.4,14.9,22.5,17.4,5.4,4.1
20,169,45162,43927,42360,17.2,12.3,20.7,14.2,6.3,3.8
20,171,58341,46925,46368,9.2,8,18.2,17.2,3.7,2.9
20,173,47848,45996,45036,15.3,13.7,21.4,16,9,4.7
20,175,41373,43449,41231,15.6,16.7,32.7,24.9,4.9,3.6
20,177,47464,45359,44158,17.5,13.9,18.3,12,7.1,4.9
20,179,46739,46699,37958,13.1,14.2,19.4,24.6,3.1,3
20,181,41570,37927,33340,16.9,16.1,24.6,17,3.9,3.2
20,183,39836,38120,32050,13.9,12.8,20.2,21.6,4.4,3.6
20,185,39375,39980,34373,13.8,15.9,26.4,24.9,5.2,3.7
20,187,49612,49580,43443,12.3,12.6,32.7,30.3,3.7,2.9
20,189,50517,50070,45842,11.5,11.5,29.4,23.9,5.1,3.6
20,191,49582,47113,47770,12.1,10.9,17.9,14.6,9.1,4.8
20,193,47033,45797,41845,10.5,11.6,20.6,17.8,4.2,3.1
20,195,39655,40178,34941,11.6,12.3,19.8,20.9,3.9,3.3
20,197,52133,50740,48415,9.3,9,16.5,14.6,6.6,3.9
20,199,43953,43553,35133,12.6,14.2,24.3,25.2,5.6,3.3
20,201,39698,40956,34971,9.9,10.6,21.2,23.1,4.8,3.6
20,203,44318,45918,36468,12.8,13.2,30.5,29,3.7,3.1
20,205,39301,37078,34346,16,17.1,21.5,12.8,10.8,3.8
20,207,30385,33134,28961,17.2,18.9,23.6,22.3,8.1,5.1
20,209,38503,37805,36876,23.9,19.2,28.7,19,10.4,7.7
21,001,29834,30177,27529,24,24.8,28.7,19.3,10.4,5.7
21,003,35247,35617,34821,22.3,18.6,24.7,18.2,12.4,6.5
21,005,55506,52660,52056,12.8,8.6,21,16.6,10.3,5.2
21,007,41228,41776,38191,14.4,14.3,20.2,23.2,9.7,6.2
21,009,38374,38000,35749,19.4,18.5,23.9,18.2,11.6,5.6
21,011,30458,32091,30630,27.8,21.6,23.2,17.1,13.9,7.7
21,013,24724,26911,23169,30.2,33.4,24.8,12.5,13.1,7.8
21,015,66549,64005,57964,9.2,7.2,16.5,16,9.2,4.7
21,017,40849,39219,39154,17,15.6,25.4,20.2,9.6,4.9
21,019,38802,38029,38565,19.1,17,21.5,16.7,8.8,5.5
21,021,40720,39241,39389,16.6,16.5,22.5,18,11.8,6.7
21,023,38481,42056,40245,16.5,13.9,23,20.3,11.1,5.7
21,025,19906,28045,23072,28.3,36.4,22.1,12.4,11,7.4
21,027,37395,35428,35728,20.7,17.7,26.2,24.3,11.2,6.7
21,029,51526,51409,51984,10.5,8.4,18.7,18.4,10.8,6
21,031,33703,35162,33297,19.5,18.2,25.7,21.3,11.8,7.8
21,033,35289,36255,34537,18.8,17,23.2,18.9,9.1,5.2
21,035,39194,39038,37018,17.2,15.4,23,28.8,8.4,5.6
21,037,51482,47341,47071,13,12.9,17.5,15.8,10.3,5.1
21,039,33909,38182,34825,14.4,14.8,24.2,27.9,8.6,6.1
21,041,43440,42192,41254,22.3,15.9,23.9,16.1,13.5,5.5
21,043,32424,34303,30266,23.2,23.6,23.3,15.9,12.4,7.6
21,045,26592,26612,25750,27.8,27.4,30,21.1,10.6,6.8
21,047,37061,36542,36229,19.7,18.9,22.9,17.8,12,6.6
21,049,46575,45016,46037,17.4,13.9,22,16,10.7,5.5
21,051,20175,24081,20204,38,34.3,22.2,13.5,13.2,10
21,053,23788,27133,22185,25.4,30.4,26.4,16.8,9.8,6
21,055,34623,33966,33304,20,18.1,25.6,19.9,10,6.1
21,057,28135,27382,24866,26.3,26.6,28.2,19.9,12,7.3
21,059,42821,41878,41279,16.2,13.9,19.1,17.6,9,5.3
21,061,35808,34849,31905,18.8,19.7,26.7,25.3,13.4,6.8
21,063,22097,29335,25430,29.9,28.9,24.4,17.9,12.1,8.2
21,065,28324,29486,27245,28.7,26.4,23.7,14.6,12,6.6
21,067,47469,45820,44382,20,15.9,22.3,22.7,8,4.3
21,069,31236,33141,32405,18.9,20,27.2,20.4,11.8,6.5
21,071,27907,28589,26725,29.9,29.8,23.3,15.3,12.1,6.5
21,073,47976,46323,44570,16,12,21.2,17.8,8.7,4.7
21,075,31965,30662,27769,27.1,26.7,22.5,14.4,12.9,7.5
21,077,41310,42761,38764,16.7,18.6,25.2,22.4,11,4.8
21,079,37095,40834,38521,17,14.3,26.6,20.9,11.3,5.9
21,081,42475,42690,43513,18.4,13.4,24.1,18.3,11.4,5.3
21,083,35277,34811,35428,19.7,17.5,26.7,22.5,9.7,7.2
21,085,33965,32970,32769,20.8,19.5,26.1,16.3,14.3,8.3
21,087,36575,31423,31085,21.6,19.9,25.5,24.2,11.5,5.6
21,089,42377,40752,38097,17.3,14.6,20.4,17.6,9.9,5.9
21,091,44892,46729,44735,14.2,12.4,18.8,18.6,9.6,5.9
21,093,47540,44203,42420,14.7,11.8,20,19.3,9.4,5.4
21,095,26582,28503,24200,33.7,31.1,24.8,15.3,11.3,8.1
21,097,40582,42124,41572,16.6,14.8,22,17.6,10.8,5.5
21,099,30969,31733,28979,25.3,23.2,25.9,16.6,10.1,6.4
21,101,40438,41309,39988,16.5,13.9,20.1,16.3,10,5.1
21,103,43612,40806,41195,17.1,15.4,23.5,23.5,10.2,5.7
21,105,31836,39087,35600,18.7,17.7,23.4,21.9,9,6.8
21,107,39312,39738,38899,19.3,16.2,22.7,18.3,9.1,5.8
21,109,21928,26462,24984,30.2,27.9,25.3,16.9,16.7,9.7
21,111,45352,42535,43523,17.3,14.9,20,16.9,10.4,5.6
21,113,47494,43503,44249,16.1,13.4,23.1,19.7,9,4.7
21,115,30820,34260,30026,23.4,26.3,21.9,17.4,11.4,6.5
21,117,53213,51049,52654,13.3,9.5,19.4,14,10.1,4.9
21,119,29451,30693,25238,26.4,29.6,21.4,17.7,12.9,7
21,121,21493,25965,22960,33.9,36.7,24.7,13.2,11.5,6.9
21,123,38891,37863,40271,19.1,15.4,24.8,21.7,9.8,5.6
21,125,36787,34712,32598,24,20.3,25,15.4,10.8,5.8
21,127,28865,33313,25142,20,26.9,22.7,16.3,12.5,8.3
21,129,25129,24908,21273,37.3,31,22.5,13.8,12.5,7.4
21,131,26857,30597,23734,29.2,28.3,22.1,16.6,12.7,8.8
21,133,31283,33410,28863,23.2,28.7,22,16.5,11.4,7.6
21,135,28376,29453,26289,28.4,29.3,26.2,20.1,14.5,8.2
21,137,32314,32864,31413,23.3,20.8,25.2,19.9,12.8,7.2
21,139,39075,38608,36744,14.7,12.6,23.1,22.7,10.5,6.2
21,141,34647,37316,37325,17.9,17.4,28,18.8,9.9,5.8
21,143,42079,39588,38163,14.9,15.7,21.2,25.1,11.1,6.6
21,145,41630,41585,37684,16.1,17.3,20.3,18.1,8.8,5.4
21,147,22643,24691,22550,36.5,36.1,27.7,17,14.3,10.1
21,149,39115,38580,34440,16.4,17.3,21.8,20.9,10.3,7.5
21,151,41894,41945,38779,21.4,15.7,23.4,21.2,8.4,4.8
21,153,22779,28943,24231,29.4,31.4,21.9,18.5,19.6,10.3
21,155,37488,36816,35878,18.4,19.1,24.1,21,11.4,5.3
21,157,43326,43825,40742,11.5,12.6,20.1,20.7,10.9,6.1
21,159,25173,29575,24614,36.6,32.2,19.4,14.5,11.5,7.5
21,161,40523,36795,37587,21.6,18.3,23,16.1,10,5.3
21,163,43800,46671,41955,14.3,13,21.6,21.3,12.3,6.3
21,165,29740,28061,32790,28.4,25.6,25.9,19.8,17.3,8.4
21,167,47955,41985,41193,15.3,13.5,21.2,19.6,11.4,5.8
21,169,34732,28538,27835,21.4,22.3,27.8,19.5,13.7,5.4
21,171,28439,28074,26256,24.5,25.9,28.9,23,10.9,6.3
21,173,36034,37678,37793,19.2,15.4,22.6,17.1,11.4,6
21,175,30229,30502,27944,31.8,25.9,23.8,17,13.7,8.8
21,177,36750,37614,34678,21,20,24.2,19.2,10.6,9.2
21,179,44783,43330,45110,16,11.4,20.9,19.8,11.7,5.9
21,181,40259,36306,35708,18.7,15.6,25.9,21,11.5,6.9
21,183,36050,35975,33616,20.4,17.7,22.4,18.6,9.1,6.1
21,185,79417,75724,72279,7.7,5.8,12.9,17.8,8.2,5
21,187,46238,40413,41373,16.7,15.7,23.1,22.3,9.1,5.6
21,189,19351,22335,19508,40.1,41.5,22.9,13.1,11.3,8.5
21,191,44670,43517,42162,15,15.3,21.5,23.9,12.5,5.6
21,193,29547,31604,26535,28.7,26.9,22,15.9,11.2,6.9
21,195,32563,30302,30674,27.3,22.3,22,17.3,9.8,6
21,197,31815,32041,30644,25.2,22.8,24.7,16.6,14.4,7.3
21,199,32771,33026,32760,21.5,17.7,24.3,16.8,10.5,6.5
21,201,27254,32844,34057,22.6,20.8,25.3,21.7,9.7,5.3
21,203,26946,30900,27789,23.9,26.8,26.3,16.9,10.6,6.9
21,205,31604,35145,33569,28.3,25.3,24.7,19.6,8.9,5.7
21,207,29980,29478,27294,27.8,21,26.3,20.9,11.1,6.6
21,209,58028,56791,55836,11.3,11,16.6,16,9.2,4.8
21,211,55296,51845,51430,12.1,10.9,23.4,23.7,9.1,5.2
21,213,41323,40905,41154,16.2,13.7,22.7,15.9,12.3,5.8
21,215,59326,62579,57022,9,8.8,19.8,20.3,10.5,6.1
21,217,35378,35962,33234,22.8,22.2,24.7,15.2,10.3,4.9
21,219,36989,36173,34304,23.6,18.8,29.3,25.9,10.6,9.6
21,221,41825,42387,41152,15,12.8,25.3,21.3,11.7,5.9
21,223,47798,44533,43276,15,14.7,22.5,20.5,12.9,6.7
21,225,39515,41209,40947,19.4,17.3,23.7,21.9,8.8,6
21,227,43954,41001,42824,20.5,16.7,23.1,24.5,9.1,4.8
21,229,43090,38618,38050,16.7,14.8,23.9,23.1,11.3,5.8
21,231,25993,26683,24996,28.3,27.1,27.8,15.2,13.5,6.7
21,233,39635,41516,33499,15.1,15.9,25.2,22.2,9.2,5.1
21,235,28122,29813,27144,26.2,27.9,22.8,13.7,11,6.1
21,237,20910,25968,23158,31.8,34.4,22.4,18.3,14.6,9.6
21,239,56537,55962,61330,11.2,8.3,21.7,20,7.9,4.2
22,001,37261,36814,30639,21,22.5,28.2,25.7,6.8,3.2
22,003,36926,35711,30341,20.4,22.6,28.5,24.1,10.5,4.6
22,005,63716,62069,54037,12.8,11.4,20.5,24,7.1,3.6
22,007,45235,43503,35916,16.7,20.3,23,23.9,10.4,4.8
22,009,31412,31523,27104,21.6,26.9,26.6,23.2,8.3,4.4
22,011,45202,43672,44103,15.7,14.6,28,30.3,7.6,3.9
22,013,31870,31421,28457,24.4,25.8,25.4,28.5,8.8,4.4
22,015,51020,48957,46316,14,12.1,24,27.5,5.7,3.3
22,017,37181,37739,32989,19.5,22.2,27.4,25.1,7.5,4
22,019,43758,40928,39328,17.6,16.2,23.7,29.3,7.2,3.4
22,021,37423,34855,31269,21.6,22.2,27.3,32.5,9.7,3.8
22,023,59555,47100,38891,13.1,15.7,27,44.8,6.1,3
22,025,36398,31325,26424,26.1,28,30.9,32.4,10,5
22,027,32292,34274,29991,30.9,25.4,27.4,25.9,9.2,4.2
22,029,30062,29891,27096,32.9,27.9,31.2,23.5,10.9,5.9
22,031,38007,37379,34861,21.2,21.6,28.6,29.8,8.2,4.3
22,033,46179,44911,43542,17.3,20.1,23.2,26.3,7.2,3.8
22,035,24038,25442,22381,40.3,44.4,30.9,17.2,15.1,8
22,037,35335,42347,34605,18.6,22.1,23.3,26,8.8,4.1
22,039,34057,31736,25315,22.9,30.3,25.9,20.9,8.4,4.1
22,041,32311,30105,25896,27.4,31.9,33.1,29.7,11.2,5.7
22,043,40092,38225,34719,19.3,19.4,27.3,31.7,7.4,3.7
22,045,41783,40914,37091,23,23.2,27.2,24.1,7.7,3.3
22,047,42215,40140,32256,22.7,22.3,23.9,21.7,10.5,5.3
22,049,40674,36312,34901,19.4,18.8,27,28,7.5,3.8
22,051,48175,46500,44178,16.2,14.7,28.3,28,6.9,0
22,053,42907,39246,32579,20.2,19,26.6,29.7,6.4,2.9
22,055,47559,48295,42128,17.8,16.9,25.5,28,5.8,2.7
22,057,47492,48436,40834,13.3,17.3,29.1,25.4,5.2,2.8
22,059,37572,41563,33099,14.7,18.3,27.7,28.3,6,3.1
22,061,35247,36532,31094,24.2,28,27.3,34.2,8.5,4.2
22,063,54708,53125,44040,12.5,13.4,25.7,30.3,7.2,3.5
22,065,26441,25565,23434,37.4,36.1,31.2,20.3,10.7,5.5
22,067,31781,29526,28562,27.4,27.7,28.8,21.6,14.2,6
22,069,30326,32055,28372,25.3,28.6,29.5,29.9,8.2,4.1
22,071,37468,36525,33373,27.1,23.7,28.1,28,8.9,0
22,073,39823,37728,35400,20.6,21.2,30,24.3,7.7,3.7
22,075,54730,49781,43466,15.1,18.9,26.8,27.4,6.2,0
22,077,41177,41277,34379,17.6,27.5,25.9,27.1,8.6,4.2
22,079,40658,39693,34923,19.6,20.8,26.3,23.2,7,3.5
22,081,34723,32711,26677,23.3,28.5,28.8,28.1,8.7,5.5
22,083,37682,32646,27896,25.4,27.4,30.5,23.7,10.1,4.7
22,085,35395,36604,30737,21.9,20.5,30.2,33.1,7,3.4
22,087,39200,38700,37375,17.8,18.8,31.9,38,7.5,0
22,089,60961,54553,51578,12.7,13.4,19.1,21.3,6.9,0
22,091,27393,32936,29388,23.9,23.4,29.5,32.6,12.7,6.9
22,093,51725,45829,40133,16.3,18.6,21.8,25.6,11.6,5.9
22,095,47666,45987,44756,18.6,16.7,25.1,25.7,10.1,0
22,097,31813,33466,25891,26.4,28.4,26,23,7.9,3.9
22,099,41302,39444,35299,21.8,19.2,27.5,28.3,7.6,3.3
22,101,40431,40193,35249,20.6,23.9,30,23.4,9.5,4.1
22,103,60866,59389,56450,9.2,9.9,23,28.7,5.7,0
