f00011,f00012,f1434506,f1322610,f1322606,f1332110,f1332106,f1476310,f1416806,f0679510,f0679506
29,143,32895,32921,30940,24.5,23,20.1,17.7,8.9,6.7
29,145,41163,40955,38866,15.5,14.9,22.8,16.8,8.7,4.4
29,147,38621,39823,36660,17,17.6,16.8,24.5,6.8,3.5
29,149,26144,27646,25515,25,25.4,26,23.8,9.3,5
29,151,45746,49058,44732,10.8,10,18.8,16.3,6.8,4.5
29,153,31960,28709,29477,24.5,21.8,27.4,24.4,9.2,4.8
29,155,30120,28152,26202,31.3,32.8,18.7,14,10.1,6.9
29,157,45713,43200,42576,13.6,11.4,18.1,16.1,6.4,3.6
29,159,37658,36882,35517,17.9,16.6,24.7,19.8,8.7,5.2
29,161,40260,39765,38250,18,16.9,19.9,22.3,7.8,4.4
29,163,42082,37169,37496,17.8,14.7,21.9,19.2,9.1,5.3
29,165,65948,67791,63158,7.3,6.4,11.2,16.1,7.8,3.9
29,167,35831,34837,33721,21,19.1,23.6,19.7,9.6,4.3
29,169,43155,48374,40904,15.1,14.4,18,21,8.4,5
29,171,34545,32643,31308,19.5,17.2,24.4,22.2,7.5,5.1
29,173,45194,43763,42970,11,10.6,17.7,17.6,8,5
29,175,36458,37537,34715,17.7,16.4,19.1,15.3,9.7,5
29,177,53343,50278,48742,11.1,10.1,16.4,14.1,10.7,5.1
29,179,32059,29819,29625,24,23,23,19,13.2,7
29,181,29369,29213,26675,26.6,23.3,23.8,23.2,9.8,5.9
29,183,70331,65281,65059,6.1,5.2,11.5,10.6,8.3,3.9
29,185,32217,30998,29165,21.2,21.1,22.8,22.2,10.9,5.8
29,186,46911,48031,46248,11.2,10.2,16.8,15.3,9.4,4.7
29,187,38589,35630,36533,18.9,17,19.1,15.8,11.2,6
29,189,57561,55290,53349,10.5,9.4,14.4,13.8,9.1,4.6
29,195,38818,37537,36354,21,16.7,20.9,19.3,8.2,4.7
29,197,31358,31978,30160,20.7,18.3,24.1,26.7,8.4,5.3
29,199,39722,36272,31741,16.6,16.4,28.4,23.9,7.4,4.4
29,201,37716,37457,35517,18.5,18.2,19.4,14.9,8.8,5.4
29,203,30766,26600,24109,25.6,26.9,27.3,22.2,13.7,6.7
29,205,35012,37829,33453,14.9,16.4,23,25,8.4,5.2
29,207,35932,35994,33823,18.2,19.6,21.9,17.1,8.9,5.8
29,209,41351,37788,37548,16.3,14.8,23.6,22.8,12.5,6.8
29,211,30459,33932,29121,17.6,20.8,26,26.6,6.9,5.7
29,213,39026,34281,32418,20,16.1,28.4,20.6,12.4,7.1
29,215,31552,32076,28432,23.8,23.1,23.8,24.2,9.5,5.7
29,217,34387,34985,33750,19,19,21.7,16.7,7.7,4.6
29,219,50231,49157,49714,12.7,11.1,16.8,15.6,10.5,5.3
29,221,35901,32823,32298,24,20.6,21.8,16.2,13.4,7.9
29,223,30621,28626,29655,23.4,23.8,22.5,19.5,9.4,6.6
29,225,40889,42966,37889,17.2,17.3,25.1,19.5,9.8,4.2
29,227,38220,34246,31198,15.8,15.9,24.7,28.6,7,3.9
29,229,29636,29608,28179,23.9,24.3,25.9,20.3,10.5,5.2
29,510,33652,32767,30780,27.7,26.7,23.5,16.2,12.8,6.8
30,001,38264,35952,34087,18.1,16.9,29.6,24.2,5.4,2.8
30,003,36550,34507,31705,25.9,27.2,35.4,21.5,11,6.1
30,005,37034,31724,30543,28.3,25.9,35.5,29,5.8,3.1
30,007,44667,40730,38106,11.8,12.6,24.4,23.8,7.4,3
30,009,49010,42256,40883,13.1,11.5,21.2,27.4,5.8,2.8
30,011,35703,34240,32576,18.6,13.2,31.3,34.7,3.7,3.2
30,013,42389,41827,39146,13.5,13.7,21.8,18.5,5.7,3.1
30,015,41064,38434,34530,16.6,19.9,28.3,34.8,4.4,2.6
30,017,38913,39469,34684,14.9,15.9,21.8,19,4.5,3
30,019,38125,39453,30252,11.1,13.6,21,34.6,4.3,3.1
30,021,50752,44548,38214,12.4,12.4,18.5,19.5,4.3,2.7
30,023,35310,36135,32995,18.7,16.4,21.5,17.6,7.5,4.5
30,025,52529,48347,40754,9.5,10,21,29,2.7,1.8
30,027,37607,37669,35922,13.6,14.6,27.2,23.1,6.1,3.8
30,029,44998,42278,44413,14.8,10.2,25.8,19.6,11.2,3.5
30,031,50136,49354,46928,12.9,10.9,19.7,26.2,6.7,2.2
30,033,42955,36638,32427,19.1,15.7,39,35.8,4,3.3
30,035,38075,32460,29954,28.8,28.4,34.9,20.6,9.6,6.3
30,037,35726,33265,30859,21.1,21.3,32.3,28.9,5.2,3.5
30,039,36052,36448,33710,14.8,16,28.7,31,10.3,4.1
30,041,43606,39678,37349,18.5,18.8,27.6,22.2,5.2,3.5
30,043,56695,58241,49686,10,11.4,18.9,20.1,5.6,3.3
30,045,41473,35631,33845,16,16.5,32.3,40,5.6,3.1
30,047,37274,35558,34668,21.5,18.9,33.8,24.2,9.6,4.5
30,049,50238,50889,44382,11.4,10.5,17.8,15.4,5.2,2.9
30,051,40212,31851,33212,21.9,16.3,27.9,20.9,5.6,3.1
30,053,30823,33908,32956,18.7,16.8,28,21.8,15.2,6.3
30,055,48167,39062,32383,16.2,13.5,30.2,23.6,2.9,2.4
30,057,42998,42174,37519,11.6,12.4,26.3,30.4,7,2.9
30,059,31577,29026,30192,19.5,18.4,32.8,28.8,8.6,4.2
30,061,37256,33333,33074,17.9,18.4,29.6,23.9,11,4.5
30,063,42887,44084,38880,15,17.2,23.5,23.6,6.9,2.9
30,065,37033,36188,31411,17.7,18.1,26.8,28.9,6.4,3.6
30,067,38830,37835,36630,13.9,13.8,26.2,23.5,7.6,3
30,069,36875,29656,25692,20.6,18.8,35.3,30.1,6.3,4.1
30,071,36453,36144,32123,16.5,17.9,30.3,32.7,6.2,3.5
30,073,36419,35091,32382,19.4,23.4,32.9,21.9,6.3,3.7
30,075,37685,36550,33697,14.5,12.8,31.1,35.1,4,2.9
30,077,39851,36872,33409,20.5,18.3,24.3,18.5,8.4,4.6
30,079,34896,32963,31725,15.6,14.5,30.6,29.3,4.8,3.6
30,081,43000,39409,39872,17.5,14.5,26.4,24.1,9.2,3.8
30,083,52516,49444,41037,11.4,11.4,23.3,21,3.5,2.5
30,085,37451,35141,29083,27.3,26.1,32.5,21.6,7.3,5.5
30,087,44776,44683,43594,18.8,19.9,25.3,22.6,7,5
30,089,30622,30710,31139,19.4,18.2,33.6,28.1,14.1,4.7
30,091,39578,40974,33535,11.7,14.2,23.7,27.8,3.7,2.8
30,093,37986,37851,34739,17.7,16,20.2,15.6,6,3.4
30,095,57227,51830,48981,10.2,10,18.1,20.3,6.1,2.6
30,097,43723,41211,39179,11.4,10.4,24.3,28.6,3.8,1.5
30,099,39516,39076,35456,15.5,14.2,27.1,28.7,5.6,2.9
30,101,42949,44175,33996,15.9,16.5,24.7,19.8,4.5,2.5
30,103,37969,39931,35205,11.4,14.8,28.8,34.8,5.2,3.1
30,105,42050,40522,35483,13.4,15.2,27.2,23.7,4.9,3
30,107,30321,29187,27147,17.2,20.4,30.3,30.4,6.1,2.8
30,109,40417,37508,32858,12.9,14.4,28.3,30.2,3.8,2.6
30,111,48641,48059,43407,12.9,11.7,21,16.1,5.3,2.6
31,001,44443,45149,40489,12.5,12.1,17.6,16.4,4.6,2.9
31,003,37058,40652,33892,13.7,12.7,18.9,24.8,3.3,2.8
31,005,43250,34804,32986,11.9,13.8,23.6,24.8,7.7,3.4
31,007,34063,37151,36541,13.2,12.5,22.3,34.4,4.3,2.3
31,009,39000,31119,29517,20.3,17.5,32.8,33.6,4.8,3
31,011,40703,42265,37349,9.7,11.5,15.1,24.6,3,2.6
31,013,44404,47640,43177,13.1,11.7,16.6,16.1,5.5,3
31,015,34906,34564,28451,13.9,16.2,24.9,32.6,3.8,3.1
31,017,28038,34659,32608,13.9,14.3,23.2,23.8,3.5,2.9
31,019,47120,45307,42331,12.4,12.7,16.5,18.7,3.4,2.2
31,021,43817,44360,38385,12.1,10,17.3,18.8,5.4,4
31,023,44595,47490,40949,9.1,9.2,14,15.6,3.7,2.7
31,025,62039,59392,55280,7.2,6,12.8,15.8,5.8,3.2
31,027,40497,43923,39930,11.1,9.7,19.5,28.8,3.4,2.2
31,029,38314,43271,36149,11.7,12.4,18.8,25.2,3.1,2.3
31,031,43431,38977,34265,13.7,14.3,23.7,19.1,2.7,2.2
31,033,49493,49417,42463,10.7,9.6,15.7,16.4,4.1,2.3
31,035,42909,46199,38730,11,10.9,17.1,23.3,4.3,3
31,037,48133,45039,43402,10.9,10.1,27,25.8,3.8,2.3
31,039,44278,45234,37690,10.3,11.5,20.7,24.6,3.5,2.8
31,041,42364,39801,35937,14,14.9,19.3,18.2,3.5,2.4
31,043,43729,43351,42298,13.2,13,26.3,19.2,8,2.9
31,045,34937,36333,33865,17.6,18.8,21.4,21.6,4.4,2.8
31,047,41830,43899,37239,11.7,13.7,24.2,21.5,5.2,3.1
31,049,37148,40325,37245,12.7,12.2,20.1,22.4,3.9,2.8
31,051,42388,43505,39525,9.7,9.9,18,21.1,4.9,2.5
31,053,42849,41435,41023,12.7,11.1,17.2,14.8,5,3.4
31,055,51878,50270,48981,14.7,12.1,17.3,13.3,5.4,3.4
31,057,37031,37071,29934,13.5,15.2,23.3,31.8,3.5,3.1
31,059,43167,47551,41521,9,10.1,15,22.5,3.9,2.7
31,061,37220,39516,33221,14.3,14.1,17.3,21.4,4,3
31,063,42009,40359,36777,14.1,13.6,19.5,29.1,3.5,2.2
31,065,37938,39234,33530,13.4,12.6,17.7,20.6,3.4,3
31,067,43311,45169,41012,12.5,11.2,13.4,12.4,5.4,3.6
31,069,32962,32677,30743,15.9,15.9,21.4,16.9,4.9,2.9
31,071,38709,34998,30827,14.6,13.1,24.9,28.3,3.4,2.6
31,073,41442,49286,38777,9.5,9.6,14.7,22.6,3.6,2.8
31,075,39261,40151,37009,12.1,10.3,23.9,25.9,4.2,2.4
31,077,41181,34968,31779,13.7,13.8,25.2,27.9,3.6,3
31,079,46138,46807,40926,13.1,11.9,21.4,16.8,4.5,3.1
31,081,50702,55535,49139,8.5,8.1,13,16.5,3.2,2.2
31,083,44656,45732,36078,10.9,12,17.8,22.7,3.3,2.5
31,085,45595,40125,29490,17.1,15,31.3,27.5,4.4,3
31,087,35549,36329,32350,15.2,15.4,21.4,23.7,4.6,3.4
31,089,43452,44835,35403,13.7,11.7,20,21,3.3,2.7
31,091,38750,34687,34498,9.7,8.6,21.2,25.9,5.2,3
31,093,45453,45091,38727,10.5,11.4,18.2,22.4,4.1,2.8
31,095,42665,41131,37754,12.6,11.9,15.7,15.2,4.6,3.2
31,097,42083,42038,38196,12.3,11.1,20.1,23.8,4,2.9
31,099,54518,53293,48889,9,10.1,13,16,3.5,2.3
31,101,42898,41493,36048,12,12,21.3,18.3,4.2,2.6
31,103,32000,31764,25448,22.6,21.9,34.1,33.4,5.2,3
31,105,42010,40455,34875,13,13.9,19.1,18.5,5.2,2.7
31,107,36798,36806,32278,14.7,13.4,23.4,21.2,4,2.9
31,109,50849,50197,48479,14.8,12,14.5,13.7,4.2,2.8
31,111,45181,46616,41730,12.3,10.9,13.8,14.5,4,2.8
31,113,45192,42257,38074,12.5,11.1,24.4,22,4.2,2.2
31,115,34219,34805,29944,17.3,12.7,22.6,22.7,5.8,3.6
31,117,50625,33950,36693,18.9,14.4,26.8,28.8,3.2,2.4
31,119,44089,43491,41041,13.1,13.1,20,16.8,4.2,3.6
31,121,46116,43244,39763,11.8,10,18.2,16.9,4.4,3.4
31,123,37717,40465,33929,15.6,16.3,18.7,22.2,3.8,2.6
31,125,41610,41950,35958,12.7,14.2,18.2,19.3,3.5,2.7
31,127,42534,45292,40920,13.2,14.2,15.4,14.7,6,3.8
31,129,31761,36985,32781,12.4,12.9,17.3,22.9,4.3,2.7
31,131,47493,48980,41865,10.6,9.8,14.7,14.6,4.8,3.1
31,133,41969,34294,32626,14.1,13.7,18.4,19.1,3.9,3
31,135,47000,45820,37080,10.6,12.1,16.4,25.2,3.4,2.3
31,137,45221,49532,43931,10,9.8,13.2,15,3.4,2.2
31,139,48318,45521,39410,9.6,11.1,17.2,23.1,3.9,2.8
31,141,49523,52031,45212,8.4,8.9,16.5,17.9,4,2.7
31,143,48444,48665,42610,8.6,8,15,19.7,3.9,2.7
31,145,41927,40830,37611,13.3,11.2,16.4,16.5,3.8,2.7
31,147,35165,37980,33684,12.7,13.9,18.6,17.1,6.5,3.8
31,149,39159,34679,28745,16.1,17.9,25.3,34.8,2.9,2.4
31,151,45469,43489,42651,10.6,9,17.8,20.7,4,2.7
31,153,68280,69501,62148,5.8,5.2,11.8,13.7,4.8,2.8
31,155,57699,55070,52433,8.4,8.2,12.7,16.1,5,2.9
31,157,39004,40088,36252,15.8,17.8,20.3,15.5,5.4,3.3
31,159,55877,55507,49055,7.8,7.6,12,15.3,4,2.6
31,161,33608,36228,32659,17.2,16.2,23.6,24.5,3.2,2.5
31,163,38631,37852,33329,12.9,14,19.9,25.4,3.5,2.8
31,165,42386,40362,33685,16.8,14.7,23.1,25.1,4.1,2.8
31,167,47713,50352,42622,8.9,8.8,16.5,20,4.2,3
31,169,39159,41488,34126,11.5,13.9,16.7,20.8,3.7,2.6
31,171,48250,35901,32160,15.7,12.6,27.6,20.4,5.7,3
31,173,39048,36343,33339,26.1,24.1,25.8,15.7,9.1,6.3
31,175,38588,38036,32607,14.2,14.5,21.4,23.2,3.7,2.5
31,177,61940,65554,55222,6.6,6.6,11.2,14.4,4.8,2.7
31,179,45000,43061,39422,14.2,13.6,17.6,20.1,3.8,2.4
31,181,38015,37647,34663,12,13.2,18,19.4,4.5,2.6
31,183,37222,34357,31354,19.9,14.2,23.8,32.6,4.2,2.4
31,185,47689,46247,43010,9.8,9,14.5,15.9,4.8,2.4
32,001,51597,48235,48370,11.6,9.6,25.7,22.8,10.6,4.3
32,003,56258,51427,53472,15,10.5,28.8,23,14.1,4.1
32,005,60721,57176,63308,9.3,7,22.3,23.2,14.5,4.8
32,007,67038,66210,58076,8.3,9.1,26.5,24,7.4,3.5
32,009,39712,40929,41996,14.4,14.7,33.8,30.4,7.1,4.2
32,011,61400,58391,47459,10.1,11.4,21,28.8,7.6,3.9
32,013,55656,59960,53989,9.9,9.9,28.4,23.3,8.1,3.8
32,015,66525,70176,54569,10,10.5,24.1,23.7,7.1,3.9
32,017,44695,42637,42022,13.4,13.4,28.5,33.2,12.6,4.6
32,019,48433,47108,48481,11.4,8.9,27.5,20.2,17.8,6.1
32,021,35446,39940,35242,15.4,17.1,25.3,15.5,13.9,7.1
32,023,41181,41054,44206,18.7,12,27.6,20.2,16.5,5.7
32,027,56491,44684,42084,18.5,15.1,29.8,28.3,10.9,5.2
32,029,61525,57763,54148,8.7,5.6,25.2,23.6,14.4,4.4
32,031,55658,50839,52406,15.3,11,27.2,24,13.1,4
32,033,48545,49376,44790,12.6,12.8,24.1,19,8.8,3.8
32,510,52067,49386,46288,15.1,11.1,27,25.6,13,4.8
33,001,54929,53851,50795,9.5,8.2,18,13.6,6.7,3.3
33,003,49897,48236,46040,10.3,9,21,20.9,6,3.3
33,005,53828,49126,48818,11.3,10.3,17.5,15.4,6,3.2
33,007,41534,37708,39170,14.3,11.6,20.5,14.1,8,4.2
33,009,53075,50834,51995,11.6,9.4,16.9,15.1,5.1,2.9
33,011,69321,67650,65693,7.6,7.5,14.6,15.1,6.3,3.5
33,013,63012,60932,55333,9.5,7.5,15.5,12.5,5.6,3.1
33,015,75825,73402,70376,5.7,5.5,13.9,11.7,6.3,3.8
33,017,57809,52527,52294,11.1,11.4,18.2,13.7,5.9,3.1
33,019,50689,50549,46179,11.2,11.7,16.8,15.5,5.8,3
34,001,54766,51457,51554,13.6,9.5,19.2,17.5,12.7,5.7
34,003,81708,77059,75460,6.9,5.3,17.5,19.7,8.3,3.9
34,005,76258,73788,67995,5.7,5.8,12.4,13.9,9.1,4.1
34,007,60976,56939,56676,12.3,10.9,18.1,18,10.8,5.1
34,009,54292,51585,49265,11.4,9.5,17.4,18,12.2,6.8
34,011,50651,49964,45667,17,15.4,24.7,18.3,13.6,6.9
34,013,55125,52288,51739,16.4,14.4,23.9,24.1,11.1,5.8
34,015,72664,70012,66067,6.8,6.7,14.1,14.2,10.2,4.7
34,017,55275,53547,48352,16.5,15,27.6,31,10.8,5.5
34,019,100980,97532,93556,4,3.3,9.2,12.6,7.2,3.3
34,021,71217,70228,64930,11.7,8.7,16.6,17,7.9,4.2
34,023,77615,75890,72175,7.7,7.1,18.3,19.7,8.7,4.3
34,025,82265,80462,76876,6.8,5.9,14.4,17.5,8.8,4.1
34,027,96747,91403,89464,5.7,4.1,12.1,14.6,7.3,3.3
34,029,59620,56924,54771,11,8.5,16.1,16.9,10.2,5
34,031,54944,53363,50193,15.6,14.3,25.3,23.2,11.6,5.6
34,033,59441,55274,54748,11.2,9.6,15.2,13.9,11.5,5
34,035,97440,93777,91177,5.2,4.5,12.5,16.3,7.5,3.5
34,037,83089,81330,78050,5.7,4.6,12.8,14,9.6,4.1
34,039,66791,65937,62001,10.9,8,22.4,27.2,9.7,4.8
34,041,71364,69658,63037,7.4,6,14.9,15.2,9.3,4
35,001,47481,47405,43865,16.4,15,24.3,25.3,8.1,3.9
35,003,31914,28427,27481,23.1,20.1,33.3,41.2,9.1,5.4
35,005,37524,34681,35235,22.8,22.7,29.7,29.3,7.7,4.5
35,006,37361,33782,34112,27.6,25.4,32.3,22.6,7.3,4.8
35,007,39216,36468,34432,17.9,17.6,24.5,28.1,8.2,4.5
35,009,38090,36085,33160,19.8,20.4,28.1,27.1,5.3,3.5
35,011,30643,31442,28133,18.6,20.5,30.6,39,5.5,4
35,013,36657,35584,33878,25.4,23.8,33.1,36.9,7.7,4.8
35,015,46583,43240,39754,16.6,16.8,22.6,25.9,5.7,3.6
35,017,36591,36756,33013,18.9,17.7,24.4,26.4,10.2,4.4
35,019,28488,28402,30906,23.7,22.9,26.9,29.1,10,5.5
35,021,33750,30941,27833,13.5,17.2,31.3,38.9,4.7,4.4
35,023,36733,30280,27484,25.2,25.7,30.1,30.6,7.3,3.5
35,025,43910,43171,38762,18,18.6,31.2,35,7.3,3.2
35,027,43750,38623,38261,18.3,16.2,29.3,36.2,6.3,4
35,028,103643,105987,100772,3.2,3.1,5.7,14.5,3.3,2.5
35,029,27997,27257,23677,30.7,30.3,36.1,34.2,17.7,10.7
35,031,31335,29473,27583,32.6,40.1,41,30.4,9.1,5.6
35,033,37784,29321,26441,21.8,23,26.2,31.1,14.7,8.8
35,035,39615,36628,38812,21.8,18.9,30.4,34.5,6.9,4.4
35,037,28773,27856,26690,24.6,22.6,28.6,29.2,8.2,4.7
35,039,41437,36570,36887,21,21.4,28.4,33.4,8.2,4.9
35,041,37762,33068,30543,24.5,24,31.6,31.8,5.6,3.2
35,043,57158,52778,53689,13.8,11,21.8,24.4,8.7,4.4
35,045,46189,44155,39928,23.9,17.9,36.3,30,9.1,4.3
35,047,32213,31762,33773,25.7,21.6,23.3,24.2,8.1,4.9
35,049,52696,48507,50148,16.5,12.1,26.8,33.4,6.5,3.5
35,051,25583,26240,25013,21.2,26.8,28.6,31,6.2,4.5
35,053,33284,31254,29116,27.4,27.5,31.4,30,5.6,3.8
35,055,35441,32940,32263,18.6,18.3,29.6,36.6,9.4,5.6
35,057,37117,36588,35553,23.8,21.6,28.7,29.1,9.9,4.3
35,059,39975,33195,31147,18.9,18.6,28.3,32.6,6.4,3
35,061,42044,40552,40800,22.5,17.3,27.9,29.3,9.4,4.3
36,001,56090,53783,50801,13.2,11.7,12.1,15.9,7.1,3.8
36,003,41305,41384,38074,17.2,17.8,14.7,19.2,9.1,5.3
36,005,34264,32674,31498,30,28.9,22.3,14.1,12.7,6.5
36,007,44457,43920,41328,16.5,12.5,14,19.5,8.9,4.6
36,009,42466,41266,38774,15,14.8,16.8,15.8,9.1,5.1
36,011,48415,48453,43654,12.6,11.7,15.8,16.4,8.4,4.7
36,013,40639,39981,37711,17.3,16.2,14.9,16,8.8,4.5
36,015,44502,46130,39928,15.6,14.6,13.2,14.2,8.5,4.9
36,017,43943,41418,39238,16,13.7,14.8,17.6,9,4.8
36,019,47489,44193,42536,15.7,14.8,13.5,19.3,10.2,5.3
36,021,55546,50620,50697,9.5,9.6,15.8,20.9,7.6,3.7
36,023,45338,41903,46275,14.8,13.4,14,18.3,9,5.2
36,025,42967,40252,36799,12.3,13,16,21.9,8.9,4.3
36,027,69838,68831,65457,8.2,7.4,13.3,17.7,7.8,3.7
36,029,47372,46773,42586,14.3,14.5,12.1,15.3,8.3,4.9
36,031,45216,42053,40598,13,13.9,16,22.2,9.5,5.6
36,033,42050,41062,36627,16.1,15.8,19.1,20,9.1,5.5
36,035,43240,39939,38191,15.6,15.3,15.6,17.4,10.2,5.3
36,037,49750,47387,44268,12.1,10.2,14,17.4,7.8,4.5
36,039,46235,45070,42038,17.2,12.1,15.4,19.5,8.6,4.7
36,041,49557,45474,39556,10.6,9.7,19.4,31.8,8.4,5.4
36,043,42318,42876,38601,15.6,13.1,15.4,17.4,8.5,5
36,045,43410,43448,38729,14.3,16.2,16.5,20.9,9.5,5.5
36,047,43567,42047,40266,22.9,22.6,20.3,19.6,10.3,5.3
36,049,42846,41093,39607,15,14.3,16.1,19.3,9.2,5.2
36,051,51690,50094,45845,13.5,12.6,12.6,16.4,8.5,4.8
36,053,53345,50270,46481,11.5,10.3,13.6,16.9,8.3,4.6
36,055,51303,49564,47520,15.1,13.2,12.2,13.8,8,4.3
36,057,42603,40035,39162,17.1,13.9,15.9,15.7,10,5.5
36,059,93613,90294,85537,6.2,5.5,14.1,18.1,7.1,3.7
36,061,64971,63188,59542,16.6,18.3,14.1,19,8.1,4.2
36,063,45964,44006,43827,14.1,12.6,13.5,15.1,9.2,5.3
36,065,46708,46409,40419,15.1,14.7,12.6,16.5,7.9,4.3
36,067,50676,50298,46128,14.1,13.7,14.6,17,8.1,4.2
36,069,56468,53137,51008,10.1,8.7,12.9,17.6,7.6,4.3
36,071,69523,65512,63551,11.4,11.3,15,19.4,8.3,4.2
36,073,48063,44783,46286,14,12.8,15.9,18,10,5.6
36,075,45333,44371,39794,16.9,16.8,14.3,17,10.8,5.7
36,077,45268,42837,41759,15.7,12.5,15.3,22.3,7.6,4.3
36,079,89218,82585,82058,6.2,5.4,12.2,16.6,6.9,3.5
36,081,55291,52486,51024,15.1,12.3,25.3,22.2,8.7,4.4
36,083,54152,51720,52123,13.5,10.5,13.1,15.1,7.8,4
36,085,71084,69163,67290,12.1,9.6,11.9,15.2,8.8,4.4
36,087,82534,79798,76167,11.6,12.2,15.5,15,7,3.7
36,089,42303,40008,38024,17.4,17.4,18.8,18.6,10.5,5.7
36,091,65100,65508,57663,7,6.7,11.1,15.2,6.8,3.5
36,093,55188,52062,51015,12,10.6,14.5,14.6,7.8,4
36,095,50864,47350,45913,13.3,12,14.4,19.5,9.3,5
36,097,47404,46870,41133,13.1,13.4,15.3,17.7,8.2,5
36,099,46707,45961,42058,14,15.3,15.5,17.8,8.1,4.5
36,101,43867,45231,41468,14.4,12.5,15,16,10,5.2
36,103,84506,81235,76621,6.6,6.6,14.6,17,7.6,3.9
36,105,48103,43882,44222,19.1,15.1,19.2,21.6,9.3,4.9
36,107,51948,50043,46535,9.8,10.4,13.4,16.9,8.2,4.2
36,109,48655,50156,44572,19.6,17.5,13.5,32.5,5.9,3.4
36,111,57584,51194,51754,12.5,11.1,15.6,20.8,8.2,4.1
36,113,51619,50269,45872,10.4,11.2,14.4,17.6,8.5,4.5
36,115,48327,46629,43576,12,11.2,16.4,17.3,7.8,4.1
36,117,52562,50213,48230,10.6,11.5,13.6,17.1,8.8,4.6
36,119,79619,76993,75034,9,7.3,16,20.6,7.3,3.7
36,121,50075,46846,47835,10.8,10.8,14.5,18.1,9.3,4.8
36,123,46822,43820,41254,17,14.1,17.4,18.7,6.8,4.1
37,001,44167,41519,41841,18.5,17.3,26.5,23.9,11.7,5.5
37,003,40014,40441,41986,16.9,12.9,25.1,20.5,13.3,4.9
37,005,30845,32210,31737,23,21.6,35.1,27.7,12.1,5
37,007,34745,32268,33434,22.6,21.3,22.7,15.6,14.1,7.3
37,009,34538,31965,31650,20,16.3,27.5,27,12.9,5.7
37,011,34918,35568,33270,23.5,16.9,29.7,28.7,11.2,5
37,013,40653,38194,35785,20.7,16.5,22.8,20.4,12,5.9
37,015,29110,30586,28071,27,23,21.6,15.9,12.4,6.6
37,017,30471,31637,30688,22.3,24.2,26.3,17.2,12.9,6.4
37,019,45806,44186,45889,16.5,12,23.5,22.7,11.7,4.5
37,021,44190,42846,41629,17.1,12.7,25,21.8,8.7,3.8
37,023,37139,38541,38131,18.7,16.9,24.7,19.3,13.8,5.8
37,025,53928,49355,50285,12.5,10.3,23.2,20.6,11.4,4.1
37,027,37261,36860,35897,18.4,14.6,23.9,16.7,14.5,7.5
37,029,61091,59522,49737,9.7,8.7,19.4,25.6,8.2,4.3
37,031,46155,43356,44176,14.1,14.1,22.4,21.6,9.3,4.1
37,033,36927,37115,37682,20.8,17.8,22.9,19.5,12.2,7.2
37,035,43484,41782,42722,14.5,11.5,25.3,19.8,13.8,5.4
37,037,56038,53958,49582,14.2,12,23.6,26.7,7.9,3.9
37,039,38144,32963,33249,18.1,16.5,25.8,24.9,14.9,5.4
37,041,36761,36176,36615,21.1,17.9,22.5,19.8,11.4,5
37,043,35109,35314,36098,18.8,15,25.8,25.2,11.5,3.9
37,045,38208,38392,37547,20.9,17.3,22.3,16.5,13.9,6.4
37,047,35421,32518,30760,26.9,22,26.5,17.3,13.4,5.7
37,049,44599,41791,41827,17.5,14,22.1,20.6,11,4.4
37,051,43834,43356,41197,18.2,18.6,21.5,18.8,9.7,5.5
37,053,55376,53939,50149,11.1,9.9,21.4,25.5,7,3.5
37,055,53889,50203,50244,12.3,8.5,25.1,28.1,10.9,4.5
37,057,44249,40618,43303,17.3,11,24.5,19.2,12.9,5.9
37,059,49727,46957,48051,14,9.4,21.6,24.9,10.9,4.2
37,061,32816,34672,33500,23.7,21.1,36,30.6,9.7,5.2
37,063,49894,48023,46879,18.4,15.7,22.8,21.4,8.6,3.9
37,065,32665,33146,30286,24.5,24.5,23.6,12.9,15.7,8.1
37,067,46749,44443,45904,16.7,13.6,22.7,20.6,10.1,4.3
37,069,43710,45592,41382,16,15.4,24.9,20.2,10.5,4.1
37,071,43253,40332,42941,19.9,14.7,24.1,17.3,12.7,5.5
37,073,45682,43010,40234,17.5,15.7,21.8,23.5,8,4
37,075,28447,31863,29400,22.5,18.6,30.2,23.2,16.3,6.4
37,077,48210,45828,43975,15.5,13.8,21.9,19.8,11.1,5.3
37,079,41488,38428,35840,23.7,19.9,29.5,28.4,10.7,5.4
37,081,45676,42415,44488,17.9,14.8,23.7,21.8,11.3,4.7
37,083,30439,30861,28778,26.2,23.9,23.5,14.6,14,6.6
37,085,42853,40956,40576,16.7,16.9,25.9,24.9,11.5,4.9
37,087,41377,39987,37146,14.6,13.2,22.5,19.2,10,4.1
37,089,46446,43589,42519,15.8,11.6,26,23.6,8.7,3.6
37,091,30878,32410,28926,26.1,26.5,23.2,17.4,10.5,5.6
37,093,42927,43679,37685,19,17.8,28.5,22.6,9.1,5.6
37,095,38265,35206,31445,21.9,22.9,28.1,22.1,8.8,5.5
37,097,48962,46576,45408,13.3,11.1,22.1,21.9,12.8,4.4
37,099,37190,36741,37162,19.3,17.7,31.4,27.4,9.6,3.7
37,101,49745,46922,46968,16.1,13.6,24.7,23.6,10.1,3.9
37,103,38354,38578,35542,18.4,19.3,27,26.4,11.6,4.4
37,105,44120,41999,41571,18.6,14.1,27.4,23.7,13.3,5.4
37,107,33625,36455,33722,23.2,23,25.5,17.2,11.9,5.7
